SAC-SMA
0.793047387
0.435595144
0.739003501
0.502671507
0.570605637
0.689616736
0.523230923
0.505177126
0.63263983
0.722681912
0.657740378
0.700160854
0.50560954
0.52949439
0.587858664
0.55047113
0.596171534
0.536499109
0.603456758
0.607965033
0.570775037
0.447259244
0.484613803
0.406525498
0.585349589
0.506304345
0.537526578
0.517808923
0.412589552
0.327122101
0.61299611
0.627039723
0.531334889
0.4555277
0.594427138
0.652419132
0.49384353
0.595717813
0.574384751
0.556277304
0.532339785
0.604605869
0.626808103
0.672522382
0.811220539
0.426610092
0.807533626
0.725711336
0.613613559
0.422324833
0.548598919
0.436253763
0.536561502
0.568646776
0.602470216
0.639699965
0.601693235
0.577048165
0.616608561
0.655095012
0.519621782
0.524877071
0.533983317
0.466743448
0.649991117
0.469524669
0.575986322
0.589067727
0.623660197
0.497625119
0.447807257
0.480964902
0.643180913
0.464887974
0.501138987
0.493681321
0.323816288
0.562339638
0.489839859
-0.187248647
0.606178649
0.608540114
0.626570521
0.543513035
0.637863741
0.595832846
0.589244362
0.716580461
0.659963566
0.591244901
0.537831591
0.48110596
0.539590144
0.535368692
0.622527712
0.569065807
0.657425896
0.513731517
0.470330838
0.526590812
0.459495059
0.608458518
0.404253951
0.713569844
0.791911343
0.635822103
0.661716488
0.610102394
0.564931132
0.458207837
0.506790669
0.673643497
0.596848891
0.576306568
0.319865318
0.649104421
0.61146103
0.825341575
0.559714105
0.552969874
0.885141835
0.568386455
0.526649985
0.55575072
0.577948878
0.614579576
0.671058719
0.495675995
0.604908815
0.578783998
0.620192644
0.58453709
0.688114475
0.534328226
0.774589445
0.771541171
0.600276493
0.693034673
0.486898901
0.727350594
0.670377045
0.637993079
0.649165617
0.791514106
0.803481644
0.374437033
0.743668366
0.50197969
0.723716295
0.784669431
0.467699411
0.768592522
0.691880316
0.755101261
0.571465213
0.607923562
0.641848556
0.7736436
0.784609833
0.763199507
0.670896217
0.697099408
0.492511133
0.65828493
0.75955339
0.615051561
0.705497596
0.5292755
0.78405703
0.795372682
0.679695276
0.634209888
0.603851365
0.665457278
0.708282274
0.726685425
0.737991358
0.772027053
0.654583772
0.531530683
0.744066204
0.789855992
0.74141922
0.718638175
0.677307296
0.772074458
0.795582604
0.781313566
0.586434958
0.748471197
0.850946444
0.768470022
0.759602866
0.6219464
0.56763056
0.695857558
0.570998706
0.517310698
0.610233882
0.602260589
0.361938119
0.566905129
0.18293169
0.520345922
0.538757989
0.43964641
0.506961789
0.631228317
0.602716762
0.493741583
0.689251194
0.72409401
0.575230528
0.662181111
0.581832545
0.516258966
0.620944188
0.448252535
0.512380485
0.66672672
0.292185777
0.591315873
0.529278972
0.644854722
0.445246047
0.24480399
0.682080011
0.579005834
0.530486136
0.725935383
0.62875973
0.598439594
0.715973771
0.576005082
0.67818752
0.688135738
0.582627394
0.685623215
0.730943395
0.655897051
0.626890955
0.61532008
0.647881609
0.70474643
0.586437807
0.645068112
0.633686342
0.596996748
0.742253799
0.832263348
0.760836366
0.754968943
0.708554521
0.351391776
0.595344042
0.667513668
0.546825308
0.686452798
0.430353904
0.459460797
0.663092479
0.576156858
0.645139063
0.472833811
0.783445316
0.548657159
0.649871997
0.620298527
0.456393246
0.356478182
0.600967505
0.187995095
0.492254725
0.216665183
0.314659178
0.67467571
0.679812787
0.662091179
0.595705278
-0.111805109
-0.284940717
0.548221063
0.602004649
0.513153702
0.534260108
0.686993936
0.67197235
0.185596677
0.469727225
0.358027875
0.538074881
0.323981927
0.349983644
0.364787586
0.615323315
0.642524458
0.478950886
0.633968642
0.612772768
0.578001212
0.44676946
0.601966464
0.322596592
0.344827763
0.310328226
0.490369844
0.497112083
0.685969514
0.638096485
0.579369081
0.645777236
0.657816703
0.596506217
0.486174745
0.572651087
0.592003361
0.60951903
0.656119271
0.649947577
0.48458314
0.682747399
0.70283366
0.60928896
0.601180584
0.640757935
0.682010223
0.575730807
0.646308504
0.39310674
0.80840517
0.302766172
0.904278383
0.895665916
0.619255487
